vertexes,edges,density,time
31,418,0.45,2.02079999999872
32,446,0.45,2.233181933329812
33,475,0.45,2.443026199999091
34,504,0.45,2.6389930666634123
35,535,0.45,2.8800874999982775
36,567,0.45,3.1430138333405466
37,599,0.45,3.3946277666605815
38,632,0.45,3.707058399995352
39,666,0.45,3.978688833334824
40,702,0.45,4.293083366665466
41,738,0.45,4.672534799999539
42,774,0.45,4.9937333333351335
43,812,0.45,5.620694466667449
44,851,0.45,6.028959833336482
45,891,0.45,6.346480566664543
46,931,0.45,6.715169466662019
47,972,0.45,7.145091666664409
48,1015,0.45,7.629393066669839
49,1058,0.45,8.077183199998217
50,1102,0.45,8.620962466659421
51,1147,0.45,9.164827766670669
52,1193,0.45,9.75784446666618
53,1240,0.45,10.455526333333864
54,1287,0.45,10.992649966667992
55,1336,0.45,11.63055683333217
56,1386,0.45,12.21298206667143
57,1436,0.45,12.957229133331793
58,1487,0.45,13.536352866657353
59,1539,0.45,14.397856900005005
60,1593,0.45,15.119445899997194
61,1647,0.45,15.567373599996396
62,1701,0.45,16.705476400001846
63,1757,0.45,17.397606966672658
64,1814,0.45,18.341140266672557
65,1872,0.45,19.046462499998523
66,1930,0.45,20.07441660000116
67,1989,0.45,20.986626466666774
68,2050,0.45,21.976897099998876
69,2111,0.45,23.055844466663682
70,2173,0.45,24.029691599993914
71,2236,0.45,24.965611033331925
72,2300,0.45,26.972342933332055
73,2365,0.45,28.42804850000107
74,2430,0.45,28.48433326665827
75,2497,0.45,29.93441806667268
76,2565,0.45,30.99573460000708
77,2633,0.45,32.06073756666304
78,2702,0.45,33.198413899996616
79,2772,0.45,34.89831526666194
80,2844,0.45,36.0406416333395
81,2916,0.45,37.70726246666337
82,2988,0.45,38.84776393333785
83,3062,0.45,40.39418893332822
84,3137,0.45,41.8328249666691
85,3213,0.45,43.21384443333424
86,3289,0.45,44.844738866665544
87,3366,0.45,46.49393200000228
88,3445,0.45,48.39719173333492
89,3524,0.45,49.68744723333695
90,3604,0.45,51.46019859999834
91,3685,0.45,53.40141939999891
92,3767,0.45,55.13674446667096
93,3850,0.45,57.13561670000331
94,3933,0.45,58.7831360666731
95,4018,0.45,60.73482780000177
96,4104,0.45,62.43085696667284
97,4190,0.45,64.6489514666617
98,4277,0.45,67.05701946666902
99,4365,0.45,68.90838883333383
100,4455,0.45,71.65694580000756
1,0,0.5,0.0006348333291346838
2,1,0.5,0.0013776999992387573
3,3,0.5,0.002959733332848676
4,6,0.5,0.005359699991913658
5,10,0.5,0.010673600002064632
6,15,0.5,0.017665233339888193
7,21,0.5,0.02681106666765724
8,28,0.5,0.04102920000642977
9,36,0.5,0.05612230000338059
10,45,0.5,0.08069159999877229
11,55,0.5,0.10404030000283153
12,66,0.5,0.12945003333015848
13,78,0.5,0.1720402999997835
14,91,0.5,0.21301386667384273
15,105,0.5,0.25261243334095224
16,120,0.5,0.30556256667182424
17,136,0.5,0.3740820999951211
18,153,0.5,0.4473999333337512
19,171,0.5,0.5229221999987507
20,190,0.5,0.609529200007349
21,210,0.5,0.7024680000048041
22,231,0.5,0.7961540666694115
23,253,0.5,0.9181777333348388
24,276,0.5,1.0435888000017712
25,300,0.5,1.1756513666720518
26,325,0.5,1.322968066665453
27,351,0.5,1.478930600004939
28,378,0.5,1.6500347666673558
29,406,0.5,1.837591633343057
30,435,0.5,2.002965266664584
31,465,0.5,2.215934800000241
32,496,0.5,2.430455599998519
33,528,0.5,2.717972300007432
34,561,0.5,2.9365722000022743
35,595,0.5,3.245501466665246
36,630,0.5,3.510202666662584
37,666,0.5,3.8174612666712924
38,703,0.5,4.123730533325443
39,741,0.5,4.444754299985713
40,780,0.5,4.829390133337104
41,820,0.5,5.197834666658234
42,861,0.5,5.577579166663327
43,903,0.5,6.0614667000019535
44,946,0.5,6.505413966664264
45,990,0.5,6.948614033331069
46,1035,0.5,7.405109633333495
47,1081,0.5,7.875974966661185
48,1128,0.5,8.389077733331382
49,1176,0.5,8.962340300003765
50,1225,0.5,9.53949720000272
51,1275,0.5,10.092550166668465
52,1326,0.5,10.710333399998717
53,1378,0.5,11.515127799998481
54,1431,0.5,12.024642966667898
55,1485,0.5,12.761455666672342
56,1540,0.5,13.533256833341056
57,1596,0.5,14.185688966667461
58,1653,0.5,15.050230466653147
59,1711,0.5,15.925773533335056
60,1770,0.5,16.880254133332073
61,1830,0.5,17.49858319999665
62,1891,0.5,18.507658366676576
63,1953,0.5,19.550151366668917
64,2016,0.5,20.83816803333889
65,2080,0.5,21.374905533330473
66,2145,0.5,22.31188886666473
67,2211,0.5,23.588758399997307
68,2278,0.5,24.688552866660984
69,2346,0.5,25.774316633334138
70,2415,0.5,26.93172353333087
71,2485,0.5,28.09449450000822
72,2556,0.5,29.3654902666655
73,2628,0.5,30.550309666673076
74,2701,0.5,31.806123666666508
75,2775,0.5,33.30165129999614
76,2850,0.5,34.61715973333526
77,2926,0.5,36.21136246666955
78,3003,0.5,37.3328167000011
79,3081,0.5,39.90382909999918
80,3160,0.5,40.51535830000148
81,3240,0.5,41.85841946666263
82,3321,0.5,43.56079026667695
83,3403,0.5,45.17224303333288
84,3486,0.5,46.62725836667505
85,3570,0.5,48.36255280000046
86,3655,0.5,50.011816733335
87,3741,0.5,53.14035000000482
88,3828,0.5,55.34183336667032
89,3916,0.5,55.651418066670054
90,4005,0.5,57.469148566658156
91,4095,0.5,59.37745836667053
92,4186,0.5,61.699545900000885
93,4278,0.5,63.29174289999363
94,4371,0.5,65.32905836666411
95,4465,0.5,67.85747913333277
96,4560,0.5,69.29747639999657
97,4656,0.5,71.87049856666856
98,4753,0.5,74.24622633333608
99,4851,0.5,76.43949856666268
100,4950,0.5,78.71171390000313
1,0,0.55,0.0009180333222502668
2,1,0.55,0.0013792333315147214
3,3,0.55,0.0030110999944099603
4,6,0.55,0.005668133335727059
5,11,0.55,0.010666699993559329
6,16,0.55,0.018808366670934145
7,23,0.55,0.029041700003062942
8,30,0.55,0.042980533332107974
9,39,0.55,0.06328196666724277
10,49,0.55,0.08700546666962812
11,60,0.55,0.11020280000100986
12,72,0.55,0.14727776667200487
13,85,0.55,0.17942516666759425
14,100,0.55,0.22611949999600256
15,115,0.55,0.28187096667124933
16,132,0.55,0.342179199998327
17,149,0.55,0.40726663333051266
18,168,0.55,0.48473069999583157
19,188,0.55,0.5590972333360847
20,209,0.55,0.662969533332595
21,231,0.55,0.7611694666669185
22,254,0.55,0.8793943666565459
23,278,0.55,1.0142499333331518
24,303,0.55,1.1489638666622188
25,330,0.55,1.293183366666047
26,357,0.55,1.460887433328632
27,386,0.55,1.628220933328824
28,415,0.55,1.7878263333367765
29,446,0.55,2.0002749999965395
30,478,0.55,2.2381931333332736
31,511,0.55,2.4553056333312875
32,545,0.55,2.6995679666659576
33,580,0.55,2.9597889666566366
34,617,0.55,3.208887433337774
35,654,0.55,3.523705466668995
36,693,0.55,3.8381515666685573
37,732,0.55,4.211124966667512
38,773,0.55,4.520594533325569
39,815,0.55,4.924358400006668
40,858,0.55,5.325163966657935
41,902,0.55,5.750104266672906
42,947,0.55,6.1753070666630565
43,993,0.55,6.599276366669453
44,1040,0.55,7.102013933331364
45,1089,0.55,7.64325003333397
46,1138,0.55,8.154251333326101
47,1189,0.55,8.70488193333093
48,1240,0.55,9.216222300005938
49,1293,0.55,9.803636166668639
50,1347,0.55,10.470426500002835
51,1402,0.55,11.170800000004041
52,1458,0.55,11.724467966670696
53,1515,0.55,12.479044466666286
54,1574,0.55,13.201459733329557
55,1633,0.55,13.97245983333543
56,1694,0.55,14.69335140000112
57,1755,0.55,15.561747333333642
58,1818,0.55,16.452932033329642
59,1882,0.55,17.43857223333028
60,1947,0.55,18.44054989999601
61,2013,0.55,19.165422266667065
62,2080,0.55,20.2554555000025
63,2148,0.55,21.34322770000381
64,2217,0.55,22.759177900004108
65,2288,0.55,23.55713880000394
66,2359,0.55,24.689376433326515
67,2432,0.55,25.820301566667087
68,2505,0.55,27.171449900000272
69,2580,0.55,28.645447233335137
70,2656,0.55,29.726341633331305
71,2733,0.55,31.110083366669034
72,2811,0.55,32.22789866666744
73,2890,0.55,33.85845550000681
74,2971,0.55,35.103892899996936
75,3052,0.55,36.8462847333357
76,3135,0.55,38.10307769999781
77,3218,0.55,40.298627833332525
78,3303,0.55,43.5534041999972
79,3389,0.55,43.04950266666386
80,3476,0.55,44.78688896667412
81,3564,0.55,46.478798633334385
82,3653,0.55,48.09738206666528
83,3743,0.55,49.80111110000583
84,3834,0.55,51.812936166661906
85,3927,0.55,53.88419026666421
86,4020,0.55,55.541952833332665
87,4115,0.55,57.416294399998456
88,4210,0.55,59.47088473333414
89,4307,0.55,61.63867503333336
90,4405,0.55,63.63869453332427
91,4504,0.55,65.82069590000212
92,4604,0.55,67.9717944999993
93,4705,0.55,70.13404720000646
94,4808,0.55,72.44608890000943
95,4911,0.55,74.86225676667384
96,5016,0.55,77.45600686666118
97,5121,0.55,79.50492233333648
98,5228,0.55,82.19478886666327
99,5336,0.55,84.35895706666845
100,5445,0.55,87.25284846667212
1,0,0.6,0.0006472666617203989
2,1,0.6,0.001401433329798844
3,3,0.6,0.0031096666589292
4,7,0.6,0.006034700004420301
5,12,0.6,0.012281900001198665
6,18,0.6,0.02094316666519565
7,25,0.6,0.030174966665678465
8,33,0.6,0.04590843332152872
9,43,0.6,0.06634036666355314
10,54,0.6,0.09061806665613403
11,66,0.6,0.12115689999821673
12,79,0.6,0.1560902666634926
13,93,0.6,0.19857639999448415
14,109,0.6,0.2491971999954027
15,126,0.6,0.2969125333303661
16,144,0.6,0.37467500000426907
17,163,0.6,0.44817919999407724
18,183,0.6,0.5258805999877344
19,205,0.6,0.6141194333433001
20,228,0.6,0.7252346666594652
21,252,0.6,0.845057000003635
22,277,0.6,0.9480916666764946
23,303,0.6,1.0880888666633837
24,331,0.6,1.2306304666746353
25,360,0.6,1.409233366674319
26,390,0.6,1.6042681000082364
27,421,0.6,1.767284800003684
28,453,0.6,1.9719958333250058
29,487,0.6,2.2003930000134155
30,522,0.6,2.439715333332515
31,558,0.6,2.6750944000013988
32,595,0.6,2.950904266659412
33,633,0.6,3.1847833000066808
34,673,0.6,3.5182249666718235
35,714,0.6,3.811933300005421
36,756,0.6,4.165863966674503
37,799,0.6,4.566690300021037
38,843,0.6,4.929474999998244
39,889,0.6,5.3267055666689584
40,936,0.6,5.7600138333403565
41,984,0.6,6.19119306667244
42,1033,0.6,6.684579266675428
43,1083,0.6,7.164866699986305
44,1135,0.6,7.671206866655211
45,1188,0.6,8.201805600003809
46,1242,0.6,8.858273666650499
47,1297,0.6,9.436416699986694
48,1353,0.6,10.155083266666528
49,1411,0.6,10.704574933341368
50,1470,0.6,11.434252799983824
51,1530,0.6,12.047288833332459
52,1591,0.6,12.816622300025907
53,1653,0.6,13.686237599987786
54,1717,0.6,14.389698666654263
55,1782,0.6,15.241426299993085
56,1848,0.6,16.157631833338353
57,1915,0.6,17.01734436666129
58,1983,0.6,18.09829310002063
59,2053,0.6,18.87055293333333
60,2124,0.6,19.92499293334049
61,2196,0.6,20.92727786667865
62,2269,0.6,22.186404133337117
63,2343,0.6,23.116319533338963
64,2419,0.6,24.283842933342232
65,2496,0.6,25.491262533338006
66,2574,0.6,26.668651399995724
67,2653,0.6,28.315569533325895
68,2733,0.6,29.19021806665114
69,2815,0.6,30.744470899996184
70,2898,0.6,31.93894726665576
71,2982,0.6,33.4684389000131
72,3067,0.6,34.84974583332511
73,3153,0.6,36.25378186666618
74,3241,0.6,38.45839436666362
75,3330,0.6,39.97283196667164
76,3420,0.6,41.49586950000336
77,3511,0.6,43.20338340000186
78,3603,0.6,44.90971243333964
79,3697,0.6,46.43584456665243
80,3792,0.6,48.338418100013314
81,3888,0.6,50.458527699989496
82,3985,0.6,52.66572913333979
83,4083,0.6,54.38504853332612
84,4183,0.6,56.50286266667687
85,4284,0.6,58.46135833333316
86,4386,0.6,60.513759766668805
87,4489,0.6,62.44186100000585
88,4593,0.6,64.74675966667671
89,4699,0.6,67.1225346999942
90,4806,0.6,69.54408466666943
91,4914,0.6,72.56756249999701
92,5023,0.6,74.31021109999847
93,5133,0.6,76.8051262666745
94,5245,0.6,79.93119030000646
95,5358,0.6,81.53988479999725
96,5472,0.6,84.36410283334226
97,5587,0.6,87.12097633332405
98,5703,0.6,89.87341676666271
99,5821,0.6,92.88083750000548
100,5940,0.6,95.43963469999426
1,0,0.65,0.0006526333474236404
2,1,0.65,0.0014541666625215537
3,3,0.65,0.003316766670498813
4,7,0.65,0.006681866670987802
5,13,0.65,0.01229306667861844
6,19,0.65,0.02139029998412904
7,27,0.65,0.03412093330249869
8,36,0.65,0.050307033344173156
9,46,0.65,0.07031816666843345
10,58,0.65,0.09773193333633874
11,71,0.65,0.1333764000037263
12,85,0.65,0.1677957666667377
13,101,0.65,0.21584856666171012
14,118,0.65,0.26383193332245963
15,136,0.65,0.33012926666060594
16,156,0.65,0.39963046665434376
17,176,0.65,0.4746847333270428
18,198,0.65,0.5676735999903334
19,222,0.65,0.6701486666694715
20,247,0.65,0.7793486333525834
21,273,0.65,0.9209347666683243
22,300,0.65,1.039401400002286
23,328,0.65,1.1796652666779057
24,358,0.65,1.351693066677247
25,390,0.65,1.5116652999987916
26,422,0.65,1.7026874999942265
27,456,0.65,1.9061930000096556
28,491,0.65,2.1190083000040736
29,527,0.65,2.378127933328263
30,565,0.65,2.622638899977877
31,604,0.65,2.8926986333203786
32,644,0.65,3.1792957333398895
33,686,0.65,3.505365066674434
34,729,0.65,3.8128430333510246
35,773,0.65,4.23562216665611
36,819,0.65,4.55501253335342
37,865,0.65,4.978970800001055
38,913,0.65,5.380036100014725
39,963,0.65,5.794966733344609
40,1014,0.65,6.272833266670356
41,1066,0.65,6.771422233331729
42,1119,0.65,7.263305733332952
43,1173,0.65,7.861401366668967
44,1229,0.65,8.424086066675804
45,1287,0.65,9.035563900010857
46,1345,0.65,9.54769163332306
47,1405,0.65,10.27090693332866
48,1466,0.65,10.924604066660018
49,1528,0.65,11.66595546667016
50,1592,0.65,12.365863866659765
51,1657,0.65,13.103727766656448
52,1723,0.65,14.015481899995544
53,1791,0.65,14.815256999997928
54,1860,0.65,15.65736673333428
55,1930,0.65,16.884970766674694
56,2002,0.65,17.711020833341234
57,2074,0.65,18.61298626667273
58,2148,0.65,19.592654066677067
59,2224,0.65,20.658680600013213
60,2301,0.65,22.0221985666664
61,2379,0.65,24.26643610000004
62,2458,0.65,24.114591633322863
63,2538,0.65,25.325915366662837
64,2620,0.65,26.60358883332113
65,2704,0.65,27.801416666666984
66,2788,0.65,28.87607226665523
67,2874,0.65,30.450749999992393
68,2961,0.65,32.03252369999442
69,3049,0.65,33.008462400001314
70,3139,0.65,34.73052793334167
71,3230,0.65,35.995359733343925
72,3322,0.65,37.77171103334922
73,3416,0.65,39.585870666674815
74,3511,0.65,41.03652216665902
75,3607,0.65,42.518970766669405
76,3705,0.65,44.44120836667101
77,3803,0.65,46.133065166653374
78,3903,0.65,48.328775000008285
79,4005,0.65,49.858098700012
80,4108,0.65,51.939970866677264
81,4212,0.65,55.36796246667185
82,4317,0.65,56.104348633338454
83,4423,0.65,58.47939313334791
84,4531,0.65,60.60128206667438
85,4641,0.65,62.85922780001177
86,4751,0.65,64.87978343333604
87,4863,0.65,68.05079176667353
88,4976,0.65,70.0537694333093
89,5090,0.65,72.43315416667049
90,5206,0.65,74.83052086667688
91,5323,0.65,77.92878060000703
92,5441,0.65,83.89178606667731
93,5561,0.65,82.94634999999364
94,5682,0.65,85.9276958999961
95,5804,0.65,89.04954456667156
96,5928,0.65,91.65061806666017
97,6052,0.65,94.55266386666683
98,6178,0.65,97.25211820001884
99,6306,0.65,100.01338473333969
100,6435,0.65,103.45083613331099
1,0,0.7,0.0006264000073012236
2,1,0.7,0.0016860333289514529
3,4,0.7,0.0036041000006055888
4,8,0.7,0.007094366666630473
5,14,0.7,0.013723600003838024
6,21,0.7,0.022618166667598416
7,29,0.7,0.03673460000375902
8,39,0.7,0.05272633333106569
9,50,0.7,0.07675273333234145
10,62,0.7,0.10560136667360591
11,77,0.7,0.14184173333736302
12,92,0.7,0.17988606664782006
13,109,0.7,0.23073193334918565
14,127,0.7,0.281734700005624
15,147,0.7,0.3619319666806102
16,168,0.7,0.42549573333872104
17,190,0.7,0.5181418000044383
18,214,0.7,0.6067472333294669
19,239,0.7,0.7160875333321807
20,266,0.7,0.8314764333401096
21,294,0.7,0.9654305666686014
22,323,0.7,1.1165959333387339
23,354,0.7,1.258384866673623
24,386,0.7,1.459198533336803
25,420,0.7,1.627372133350491
26,454,0.7,1.8208472333185455
27,491,0.7,2.050051400006699
28,529,0.7,2.276030599985764
29,568,0.7,2.527627833327036
30,609,0.7,2.7887639333168104
31,651,0.7,3.1059096333365233
32,694,0.7,3.4275389333402018
33,739,0.7,3.7229694666658966
34,785,0.7,4.096727800003919
35,833,0.7,4.509893133335178
36,882,0.7,4.938494466663694
37,932,0.7,5.356749966676944
38,984,0.7,5.77392076667896
39,1037,0.7,6.26653056667692
40,1092,0.7,6.752051466658789
41,1148,0.7,7.230880599998575
42,1205,0.7,7.8581138000042
43,1264,0.7,8.454894366677005
44,1324,0.7,9.054306966675085
45,1386,0.7,9.678970933331735
46,1449,0.7,10.415658399998998
47,1513,0.7,11.307186099998034
48,1579,0.7,11.962111233329628
49,1646,0.7,12.689640233334861
50,1715,0.7,13.451388866667457
51,1785,0.7,14.521315300006185
52,1856,0.7,15.21901246667312
53,1929,0.7,16.07699033334029
54,2003,0.7,17.07239026665472
55,2079,0.7,18.089041733321665
56,2156,0.7,19.110947333350243
57,2234,0.7,20.144437366665596
58,2314,0.7,21.20038883332427
59,2395,0.7,22.38898736665836
60,2478,0.7,23.720111166668783
61,2562,0.7,24.744534766663644
62,2647,0.7,25.861930566672225
63,2734,0.7,27.1303555999945
64,2822,0.7,28.51940559999851
65,2912,0.7,30.065580566660326
66,3003,0.7,31.33087083334279
67,3095,0.7,33.123049866666555
68,3189,0.7,34.36218743332802
69,3284,0.7,35.868815233338104
70,3381,0.7,37.3713723000075
71,3479,0.7,38.86232503331257
72,3578,0.7,40.864448566666546
73,3679,0.7,42.493005433315524
74,3781,0.7,44.257280466672455
75,3884,0.7,46.023591766663685
76,3989,0.7,47.84400826666797
77,4096,0.7,49.944790233337244
78,4204,0.7,52.22260686666308
79,4313,0.7,54.36109569999038
80,4424,0.7,56.607452866668005
81,4536,0.7,58.124304166657716
82,4649,0.7,60.16999856666795
83,4764,0.7,62.56512909999401
84,4880,0.7,65.056009833332
85,4998,0.7,67.38352233332232
86,5117,0.7,69.61709029999763
87,5237,0.7,71.97508476665841
88,5359,0.7,75.13499726667305
89,5482,0.7,79.00125140001062
90,5607,0.7,79.9219638333587
91,5733,0.7,82.6887847666626
92,5860,0.7,85.65788196667275
93,5989,0.7,88.52948483331222
94,6119,0.7,91.2264083333336
95,6251,0.7,94.35857500001627
96,6384,0.7,97.40601233334019
97,6518,0.7,100.51620143332609
98,6654,0.7,103.7957041000027
99,6791,0.7,106.69023473330981
100,6930,0.7,111.52402640000219
1,0,0.75,0.000917999993059008
2,1,0.75,0.0015540666671161791
3,4,0.75,0.0036167333405501267
4,9,0.75,0.00782489999740695
5,15,0.75,0.014587566666553661
6,22,0.75,0.024883366688754904
7,31,0.75,0.038297099994603435
8,42,0.75,0.05725696667392791
9,54,0.75,0.08005979999552437
10,67,0.75,0.11259023334938927
11,82,0.75,0.14600979999386254
12,99,0.75,0.19278886667658904
13,117,0.75,0.24959030000294055
14,136,0.75,0.305511033335885
15,157,0.75,0.3841249666644823
16,180,0.75,0.4596389333149394
17,204,0.75,0.5581207999891072
18,229,0.75,0.6583708333475139
19,256,0.75,0.7674930999996832
20,285,0.75,0.9051404000122906
21,315,0.75,1.0398931333497785
22,346,0.75,1.1870137000225138
23,379,0.75,1.3738222333320966
24,414,0.75,1.5385000333177838
25,450,0.75,1.7387972333381185
26,487,0.75,1.952352933331743
27,526,0.75,2.171613899990158
28,567,0.75,2.4542320666682826
29,609,0.75,2.7084944666777724
30,652,0.75,3.019304133344273
31,697,0.75,3.3509568999875228
32,744,0.75,3.6937693333205366
33,792,0.75,4.099011100000401
34,841,0.75,4.426833233333127
35,892,0.75,4.833105699996547
36,945,0.75,5.224561033340554
37,999,0.75,5.7315694666651025
38,1054,0.75,6.162891599997995
39,1111,0.75,6.649337500005004
40,1170,0.75,7.57825006665674
41,1230,0.75,7.823681933325588
42,1291,0.75,8.398326499995315
43,1354,0.75,9.006336100007198
44,1419,0.75,9.60784026667246
45,1485,0.75,10.298583466665908
46,1552,0.75,10.985877766673488
47,1621,0.75,11.811056833327408
48,1692,0.75,12.651426399994156
49,1764,0.75,13.54147639999231
50,1837,0.75,14.417854166682295
51,1912,0.75,15.296200033321838
52,1989,0.75,16.23582783332722
53,2067,0.75,17.24362363333209
54,2146,0.75,18.055220933327593
55,2227,0.75,19.294252766659763
56,2310,0.75,20.527331933340065
57,2394,0.75,21.71370693333377
58,2479,0.75,22.805040266662974
59,2566,0.75,23.99919179999112
60,2655,0.75,25.32457360001293
61,2745,0.75,26.63842916667439
62,2836,0.75,27.99267496666289
63,2929,0.75,29.54288616666645
64,3024,0.75,31.04101249998621
65,3120,0.75,34.56105696665569
66,3217,0.75,34.58593340000107
67,3316,0.75,35.55543460000005
68,3417,0.75,37.13205410000834
69,3519,0.75,38.88045556666384
70,3622,0.75,40.609402766657844
71,3727,0.75,42.21723210001377
72,3834,0.75,44.25479866666061
73,3942,0.75,46.183734699999
74,4051,0.75,47.76699716667281
75,4162,0.75,49.85015420000233
76,4275,0.75,51.77700279998968
77,4389,0.75,53.865804333327105
78,4504,0.75,56.025866733333864
79,4621,0.75,57.8389957666559
80,4740,0.75,60.107262433340715
81,4860,0.75,62.578365366675825
82,4981,0.75,64.94705266666188
83,5104,0.75,67.48073343331573
84,5229,0.75,69.90469859999469
85,5355,0.75,72.50906390000485
86,5482,0.75,74.85529999999774
87,5611,0.75,77.5992819666764
88,5742,0.75,81.01425839999668
89,5874,0.75,83.34818189999851
90,6007,0.75,85.78572633333579
91,6142,0.75,89.22687500000468
92,6279,0.75,91.81397776666624
93,6417,0.75,94.9607402999959
94,6556,0.75,98.23124439998689
95,6697,0.75,101.24363753332848
96,6840,0.75,103.70763610000797
97,6984,0.75,107.78281529999656
98,7129,0.75,111.09526943334913
99,7276,0.75,114.52006380000057
100,7425,0.75,118.11278899998949
1,0,0.8,0.0006541999937326182
2,1,0.8,0.0017347999952714115
3,4,0.8,0.0038459333457770604
4,9,0.8,0.008109666661463658
5,16,0.8,0.015080600007877365
6,24,0.8,0.026631999999911688
7,33,0.8,0.04108043334554168
8,44,0.8,0.06213203334937134
9,57,0.8,0.08774716667024525
10,72,0.8,0.11916796666658531
11,88,0.8,0.15608319999576756
12,105,0.8,0.2033444000100341
13,124,0.8,0.257898666662489
14,145,0.8,0.3263320333455037
15,168,0.8,0.39986386666062873
16,192,0.8,0.48346526665454803
17,217,0.8,0.5797290666691879
18,244,0.8,0.6865790666665816
19,273,0.8,0.8083696000047288
20,304,0.8,0.9561415999845243
21,336,0.8,1.0941806666589098
22,369,0.8,1.253877899997254
23,404,0.8,1.4419153000100475
24,441,0.8,1.6443666666759782
25,480,0.8,1.8462679666716515
26,520,0.8,2.1027805999968527
27,561,0.8,2.3336583333275485
28,604,0.8,2.6022124000102544
29,649,0.8,2.9009611333284133
30,696,0.8,3.207273666657784
31,744,0.8,3.5510708666720348
32,793,0.8,3.9126194666588767
33,844,0.8,4.295463866651517
34,897,0.8,4.67831240000578
35,952,0.8,5.11634590000843
36,1008,0.8,5.581381999994998
37,1065,0.8,6.108262566654806
38,1124,0.8,6.593237633326983
39,1185,0.8,7.132345933325723
40,1248,0.8,7.690461033348583
41,1312,0.8,8.360195900021003
42,1377,0.8,8.91905969999319
43,1444,0.8,9.632244466668757
44,1513,0.8,10.267279266664294
45,1584,0.8,11.027565433338774
46,1656,0.8,11.814669566668575
47,1729,0.8,12.603966699994848
48,1804,0.8,13.628088766665769
49,1881,0.8,14.490622333327488
50,1960,0.8,15.298086166660596
51,2040,0.8,16.2569722666755
52,2121,0.8,17.20423463333418
53,2204,0.8,18.346751466666927
54,2289,0.8,19.411149966674657
55,2376,0.8,20.571716833323233
56,2464,0.8,21.697176133318408
57,2553,0.8,22.863515266681134
58,2644,0.8,24.152380499992887
59,2737,0.8,25.439273500008614
60,2832,0.8,26.67985963331982
61,2928,0.8,27.981465333338445
62,3025,0.8,29.54999033332797
63,3124,0.8,31.195883366672206
64,3225,0.8,32.8657832666598
65,3328,0.8,34.43829043332395
66,3432,0.8,36.08987640000881
67,3537,0.8,37.66497913333448
68,3644,0.8,39.362261133336084
69,3753,0.8,41.32879180001131
70,3864,0.8,43.23099036665781
71,3976,0.8,45.27495693332639
72,4089,0.8,47.17823473332601
73,4204,0.8,49.03266536667464
74,4321,0.8,51.3463111999954
75,4440,0.8,52.99754456666884
76,4560,0.8,55.40030839999872
77,4681,0.8,57.62008603333394
78,4804,0.8,59.89218746667575
79,4929,0.8,62.38852640000232
80,5056,0.8,64.82481536667137
81,5184,0.8,67.27408196666904
82,5313,0.8,69.79870556666204
83,5444,0.8,72.44500693333673
84,5577,0.8,75.1581515000036
85,5712,0.8,77.70747080000244
86,5848,0.8,80.60098746666426
87,5985,0.8,83.56717219999155
88,6124,0.8,86.9060735666532
89,6265,0.8,89.51599303333826
90,6408,0.8,92.73575000000089
91,6552,0.8,95.64664166667474
92,6697,0.8,99.32960963335138
93,6844,0.8,101.79881936665727
94,6993,0.8,105.30946806664285
95,7144,0.8,108.65839439999263
96,7296,0.8,111.76249986666183
97,7449,0.8,115.82164859998254
98,7604,0.8,119.11309719999583
99,7761,0.8,123.15337376666473
100,7920,0.8,128.85305556667012
1,0,0.85,0.0006460000008701172
2,1,0.85,0.0016027333344936778
3,5,0.85,0.004066633315839378
4,10,0.85,0.008365166661405965
5,17,0.85,0.01635966664252919
6,25,0.85,0.02721946666497388
7,35,0.85,0.043221033342888404
8,47,0.85,0.06488329999380464
9,61,0.85,0.09285556667843291
10,76,0.85,0.12676100001272061
11,93,0.85,0.1663903333261866
12,112,0.85,0.21583050001178586
13,132,0.85,0.2802140333377186
14,154,0.85,0.34602776667043145
15,178,0.85,0.42243049999418264
16,204,0.85,0.5160111666744646
17,231,0.85,0.6125568333118281
18,260,0.85,0.7336777999853439
19,290,0.85,0.8560388333345751
20,323,0.85,1.0039887666531893
21,357,0.85,1.1652735999935733
22,392,0.85,1.3411486999984845
23,430,0.85,1.529743066642671
24,469,0.85,1.7306431333129997
25,510,0.85,1.9903654000017923
26,552,0.85,2.2301555333380443
27,596,0.85,2.4796499999865773
28,642,0.85,2.7675250333231816
29,690,0.85,3.0582304999901075
30,739,0.85,3.396222166657026
31,790,0.85,3.733958333320212
32,843,0.85,4.142575000010614
33,897,0.85,4.560076300000067
34,953,0.85,5.006641766662294
35,1011,0.85,5.4308153666625
36,1071,0.85,5.972005499999493
37,1132,0.85,6.42482216665788
38,1195,0.85,6.997591666674907
39,1259,0.85,7.588430466671525
40,1326,0.85,8.191020900001908
41,1394,0.85,8.815062500002568
42,1463,0.85,9.503019433338977
43,1535,0.85,10.164066633319635
44,1608,0.85,10.89151523333006
45,1683,0.85,11.674219333334198
46,1759,0.85,12.577159766666076
47,1837,0.85,13.38866666665884
48,1917,0.85,14.249176299999059
49,1999,0.85,15.260105566665061
50,2082,0.85,16.183954133331707
51,2167,0.85,17.209616633340374
52,2254,0.85,18.307170800013257
53,2342,0.85,19.43810840000803
54,2432,0.85,20.603995999980878
55,2524,0.85,21.891262466666223
56,2618,0.85,23.13434586666669
57,2713,0.85,24.42312090001148
