vertexes,edges,density,time
43,812,0.45,13.908862433360506
44,851,0.45,14.825306933365331
45,891,0.45,15.904339033325718
46,931,0.45,17.051087533324488
47,972,0.45,18.105082033328774
48,1015,0.45,19.31210839996614
49,1058,0.45,20.650588933328134
50,1102,0.45,21.751701466670664
51,1147,0.45,23.101238799987794
52,1193,0.45,24.422216666728975
53,1240,0.45,25.8935874666804
54,1287,0.45,27.45546946663732
55,1336,0.45,29.186775000001337
56,1386,0.45,30.8439415667029
57,1436,0.45,32.374223666708225
58,1487,0.45,34.089862566649266
59,1539,0.45,36.00414030001957
60,1593,0.45,37.831720833294945
61,1647,0.45,40.11476670001078
62,1701,0.45,41.93696810004136
63,1757,0.45,44.071859599959375
64,1814,0.45,46.02704580001955
65,1872,0.45,48.48232363330377
66,1930,0.45,50.55503046667885
67,1989,0.45,53.020513933324764
68,2050,0.45,55.431570733405046
69,2111,0.45,57.755858333333286
70,2173,0.45,60.5958889999935
71,2236,0.45,62.886851533327594
72,2300,0.45,65.88533469997249
73,2365,0.45,67.98431250003887
74,2430,0.45,70.90560543329048
75,2497,0.45,74.17067360003482
76,2565,0.45,77.12481373328046
77,2633,0.45,80.47572786667843
78,2702,0.45,83.31663766665163
79,2772,0.45,86.50508326668387
80,2844,0.45,90.03542363334418
81,2916,0.45,93.25219859999076
82,2988,0.45,97.53440419999606
83,3062,0.45,100.75504026672206
84,3137,0.45,104.26927643334238
85,3213,0.45,108.49298059994605
86,3289,0.45,114.83948756670846
87,3366,0.45,115.91307503334367
88,3445,0.45,120.0998040333161
89,3524,0.45,123.97880009993969
90,3604,0.45,128.52915959999032
91,3685,0.45,132.64130413329744
92,3767,0.45,137.31621810005285
93,3850,0.45,141.07593056663367
94,3933,0.45,146.5748152666947
95,4018,0.45,150.59794996671675
96,4104,0.45,155.54039310001522
97,4190,0.45,163.24879316668253
98,4277,0.45,166.39054593336672
99,4365,0.45,169.79315686665663
100,4455,0.45,178.51394453335465
1,0,0.5,0.0014375666675429481
2,1,0.5,0.003012533382692103
3,3,0.5,0.007938966700749006
4,6,0.5,0.01551800000925141
5,10,0.5,0.027562666582525708
6,15,0.5,0.046342966682762686
7,21,0.5,0.07233063330810789
8,28,0.5,0.10633473334564769
9,36,0.5,0.14748046667894718
10,45,0.5,0.20171126666355121
11,55,0.5,0.2654277666958175
12,66,0.5,0.33852926671897876
13,78,0.5,0.4271097666939265
14,91,0.5,0.5295013334034593
15,105,0.5,0.6974541333723513
16,120,0.5,0.806436233324348
17,136,0.5,0.9607292667017949
18,153,0.5,1.1456624333277432
19,171,0.5,1.3116945000092528
20,190,0.5,1.5138944000227639
21,210,0.5,1.7623000333818102
22,231,0.5,2.0083055333392017
23,253,0.5,2.278592966604265
24,276,0.5,2.5779958666286498
25,300,0.5,2.9195055666605185
26,325,0.5,3.2702582665933733
27,351,0.5,3.6611403000279097
28,378,0.5,4.072369333334791
29,406,0.5,4.4991765000152855
30,435,0.5,4.948151366716047
31,465,0.5,5.476126333314824
32,496,0.5,6.022155599945715
33,528,0.5,6.644365300007848
34,561,0.5,7.215161133353831
35,595,0.5,7.8746389666624355
36,630,0.5,8.59378476667795
37,666,0.5,9.367331966662581
38,703,0.5,10.825447266658253
39,741,0.5,10.973398599920378
40,780,0.5,11.721630666685693
41,820,0.5,12.733250000034483
42,861,0.5,13.544172166651455
43,903,0.5,14.47483199999624
44,946,0.5,15.474890299992694
45,990,0.5,16.587769466620255
46,1035,0.5,17.741562633348924
47,1081,0.5,18.961838866668284
48,1128,0.5,20.09335136666171
49,1176,0.5,21.5363278999727
50,1225,0.5,22.956290233332766
51,1275,0.5,24.28775559994089
52,1326,0.5,25.64823886659724
53,1378,0.5,27.14379443332291
54,1431,0.5,28.658420899955672
55,1485,0.5,30.393238899993474
56,1540,0.5,31.86299446662512
57,1596,0.5,33.732086000009076
58,1653,0.5,35.743998733338834
59,1711,0.5,37.958005433317034
60,1770,0.5,40.403283300004965
61,1830,0.5,41.35216820003128
62,1891,0.5,43.56677363331679
63,1953,0.5,45.67522779996883
64,2016,0.5,47.847162433269354
65,2080,0.5,50.47061233332594
66,2145,0.5,52.57646943337022
67,2211,0.5,55.065483233314204
68,2278,0.5,57.633495766655564
69,2346,0.5,60.46302650000447
70,2415,0.5,63.30604033334263
71,2485,0.5,65.82064439997642
72,2556,0.5,68.57502633335268
73,2628,0.5,71.48443336665575
74,2701,0.5,74.27735543336287
75,2775,0.5,77.42726390003251
76,2850,0.5,81.14366520004903
77,2926,0.5,84.41400833332106
78,3003,0.5,87.72700969999885
79,3081,0.5,91.19847359996432
80,3160,0.5,94.67308463331392
81,3240,0.5,98.30566509996667
82,3321,0.5,102.24533473333395
83,3403,0.5,105.60574306664421
84,3486,0.5,110.15665706668187
85,3570,0.5,113.19970266666435
86,3655,0.5,119.06296540000767
87,3741,0.5,125.10302223336112
88,3828,0.5,127.66084443334573
89,3916,0.5,132.5981736666563
90,4005,0.5,136.8344570000621
91,4095,0.5,143.03176516665795
92,4186,0.5,144.5963514666346
93,4278,0.5,147.61742786669552
94,4371,0.5,152.32411393332464
95,4465,0.5,157.34356389995506
96,4560,0.5,163.63151253334158
97,4656,0.5,168.24886390001362
98,4753,0.5,173.24577513334893
99,4851,0.5,178.06738343336596
100,4950,0.5,184.72173600004376
1,0,0.55,0.001288933314450939
2,1,0.55,0.003098700002131712
3,3,0.55,0.007551466630199381
4,6,0.55,0.016066666663997847
5,11,0.55,0.02947640000456886
6,16,0.55,0.04821666667946071
7,23,0.55,0.0743111000550319
8,30,0.55,0.10921380000278684
9,39,0.55,0.1533695000186223
10,49,0.55,0.2086361333719348
11,60,0.55,0.27319026664069196
12,72,0.55,0.3527193666589786
13,85,0.55,0.4438568666652524
14,100,0.55,0.5533750333142962
15,115,0.55,0.6740541333177438
16,132,0.55,0.8196513667371619
17,149,0.55,0.9773387666579462
18,168,0.55,1.1512999667199135
19,188,0.55,1.3546903333462978
20,209,0.55,1.5881541666961614
21,231,0.55,1.8152041333451052
22,254,0.55,2.0528097333529636
23,278,0.55,2.370544466702995
24,303,0.55,2.700170933364158
25,330,0.55,3.02402766672761
26,357,0.55,3.436768066649165
27,386,0.55,3.8316360999791264
28,415,0.55,4.258286033306528
29,446,0.55,4.718843133347643
30,478,0.55,5.2045195000422
31,511,0.55,5.747936200017041
32,545,0.55,6.266636100038643
33,580,0.55,6.870044399996307
34,617,0.55,7.483341666678219
35,654,0.55,8.199208333371644
36,693,0.55,8.872486166637827
37,732,0.55,9.67137493331999
38,773,0.55,10.487798700008474
39,815,0.55,11.323854099949434
40,858,0.55,12.554411133351095
41,902,0.55,13.142020933294893
42,947,0.55,14.200251433324715
43,993,0.55,15.167666600018492
44,1040,0.55,16.315038833317885
45,1089,0.55,17.410057133323182
46,1138,0.55,18.599697233306262
47,1189,0.55,20.14351129998128
48,1240,0.55,21.063791733346687
49,1293,0.55,22.34697926667953
50,1347,0.55,23.66497356662573
51,1402,0.55,25.111887499997465
52,1458,0.55,26.84821669996988
53,1515,0.55,28.531747200031532
54,1574,0.55,30.381534733335986
55,1633,0.55,34.071074933262935
56,1694,0.55,33.93929173328919
57,1755,0.55,35.40109306671487
58,1818,0.55,37.20140690000638
59,1882,0.55,39.02149996662653
60,1947,0.55,41.333295833373995
61,2013,0.55,43.184273666656736
62,2080,0.55,45.1389361332834
63,2148,0.55,47.256495800032404
64,2217,0.55,49.70166240003285
65,2288,0.55,52.203699900019274
66,2359,0.55,54.629712400007215
67,2432,0.55,57.27062353336502
68,2505,0.55,59.654876466705296
69,2580,0.55,62.21276403336257
70,2656,0.55,64.99686393328072
71,2733,0.55,68.54030136667764
72,2811,0.55,71.93832373338107
73,2890,0.55,74.45340539998142
74,2971,0.55,77.43671386671546
75,3052,0.55,80.40658883328433
76,3135,0.55,83.93767356669741
77,3218,0.55,87.11291519998667
78,3303,0.55,90.88627209995745
79,3389,0.55,94.57112373335501
80,3476,0.55,98.30625823333321
81,3564,0.55,101.93762643330047
82,3653,0.55,105.63194846674075
83,3743,0.55,109.28582630002286
84,3834,0.55,114.40058053326538
85,3927,0.55,117.76019863336842
86,4020,0.55,122.51067776664968
87,4115,0.55,126.80187086668109
88,4210,0.55,133.48189163328547
89,4307,0.55,136.30829726663856
90,4405,0.55,142.3520097666369
91,4504,0.55,145.9821611333306
92,4604,0.55,151.11172080003902
93,4705,0.55,154.8483458333673
94,4808,0.55,163.04771540000425
95,4911,0.55,165.68133050001657
96,5016,0.55,171.0089569000047
97,5121,0.55,175.9467514000486
98,5228,0.55,183.07099996670027
99,5336,0.55,190.11432086664777
100,5445,0.55,192.99704856662174
1,0,0.6,0.001555566647463517
2,1,0.6,0.0030875333626075494
3,3,0.6,0.007629100052023811
4,7,0.6,0.01656253328595388
5,12,0.6,0.03119723332929425
6,18,0.6,0.05076383331470424
7,25,0.6,0.07742910000464083
8,33,0.6,0.11072373332960221
9,43,0.6,0.15859869996954026
10,54,0.6,0.2116820000386118
11,66,0.6,0.2802084333476766
12,79,0.6,0.3623361333059923
13,93,0.6,0.45783186666691716
14,109,0.6,0.5745874333721682
15,126,0.6,0.6942776333289657
16,144,0.6,0.8316805666709115
17,163,0.6,1.0564639000070504
18,183,0.6,1.1863695000253454
19,205,0.6,1.410258299999138
20,228,0.6,1.6381458666425412
21,252,0.6,1.8641250999886931
22,277,0.6,2.1301985332684126
23,303,0.6,2.4537098000109836
24,331,0.6,2.7637388666638194
25,360,0.6,3.1142416666170902
26,390,0.6,3.5006667000592038
27,421,0.6,3.9204639333547675
28,453,0.6,4.421904266700949
29,487,0.6,4.893840400003076
30,522,0.6,5.35465553331657
31,558,0.6,5.895136133358392
32,595,0.6,6.514686166686563
33,633,0.6,7.197744366627982
34,673,0.6,7.791120699948806
35,714,0.6,8.494041666669242
36,756,0.6,9.212795866672726
37,799,0.6,10.010366633377998
38,843,0.6,10.856301266676383
39,889,0.6,11.723095833379679
40,936,0.6,12.678670866641065
41,984,0.6,13.65952496665462
42,1033,0.6,14.665133366649266
43,1083,0.6,15.739438933345204
44,1135,0.6,16.83444183337694
45,1188,0.6,18.102424933340444
46,1242,0.6,19.191929199996594
47,1297,0.6,20.405962433384655
48,1353,0.6,21.899826366658697
49,1411,0.6,23.314548733363456
50,1470,0.6,24.613793000025908
51,1530,0.6,26.27877786667341
52,1591,0.6,27.78932646666969
53,1653,0.6,29.350458266647667
54,1717,0.6,31.024744499958008
55,1782,0.6,33.88826796669188
56,1848,0.6,35.730508399986626
57,1915,0.6,37.37490970006547
58,1983,0.6,38.83788196659831
59,2053,0.6,41.30336673332143
60,2124,0.6,43.16997920003208
61,2196,0.6,45.57675410002654
62,2269,0.6,47.19939713331769
63,2343,0.6,49.48775136661728
64,2419,0.6,52.909576466693885
65,2496,0.6,54.48694866665088
66,2574,0.6,56.85277090004396
67,2653,0.6,59.63360543335815
68,2733,0.6,62.54225560001032
69,2815,0.6,65.18982093330123
70,2898,0.6,68.16383329999856
71,2982,0.6,70.67008456668493
72,3067,0.6,74.47655976664767
73,3153,0.6,77.4808249333546
74,3241,0.6,79.96719586667496
75,3330,0.6,83.14645413336923
76,3420,0.6,87.1645737000108
77,3511,0.6,90.71513749997091
78,3603,0.6,94.21219300002122
79,3697,0.6,98.38810136664809
80,3792,0.6,103.5500833000242
81,3888,0.6,105.81853183342294
82,3985,0.6,110.3929388999859
83,4083,0.6,113.65424159998838
84,4183,0.6,120.28133053336205
85,4284,0.6,121.86785136667216
86,4386,0.6,127.03092359994723
87,4489,0.6,130.92015973335643
88,4593,0.6,136.4756861332959
89,4699,0.6,139.67607633339867
90,4806,0.6,144.14717636664136
91,4914,0.6,149.55591123331638
92,5023,0.6,154.33979853334372
93,5133,0.6,160.32197910000528
94,5245,0.6,165.8218777999688
95,5358,0.6,172.55290000001273
96,5472,0.6,176.63960006671005
97,5587,0.6,182.33910686661451
98,5703,0.6,187.74432913329898
99,5821,0.6,194.47393743336457
100,5940,0.6,200.52285990004748
1,0,0.65,0.0016083333927478332
2,1,0.65,0.0031181333876399244
3,3,0.65,0.00796386664963696
4,7,0.65,0.017388899929452844
5,13,0.65,0.03182500002670471
6,19,0.65,0.05111523334259497
7,27,0.65,0.08008889999473467
8,36,0.65,0.1177888333586452
9,46,0.65,0.16225553329907902
10,58,0.65,0.2211749666760928
11,71,0.65,0.2905971999704586
12,85,0.65,0.3759334333456839
13,101,0.65,0.47337083339395275
14,118,0.65,0.5810526666512791
15,136,0.65,0.7182554000185822
16,156,0.65,0.8582305333675322
17,176,0.65,1.04015966667248
18,198,0.65,1.248020799994265
19,222,0.65,1.46388199999213
20,247,0.65,1.6803680000066379
21,273,0.65,1.9381874000070336
22,300,0.65,2.2487806000450896
23,328,0.65,2.5644041000001985
24,358,0.65,2.9028388000369887
25,390,0.65,3.257941733348465
26,422,0.65,3.6522876000011215
27,456,0.65,4.05438329999015
28,491,0.65,4.552438933342273
29,527,0.65,5.029666699980832
30,565,0.65,5.576309766699221
31,604,0.65,6.168741700003011
32,644,0.65,6.839423600058581
33,686,0.65,7.508136099962333
34,729,0.65,8.10635693334613
35,773,0.65,8.830677533357326
36,819,0.65,9.670473599984083
37,865,0.65,10.622026266704173
38,913,0.65,11.251618133322458
39,963,0.65,12.09591656665907
40,1014,0.65,13.290504099904865
41,1066,0.65,14.43138900000728
42,1119,0.65,15.257180666640124
43,1173,0.65,16.400794466699153
44,1229,0.65,19.101968166629984
45,1287,0.65,20.1077569666874
46,1345,0.65,20.561713866694237
47,1405,0.65,21.536797300056303
48,1466,0.65,22.835795799998476
49,1528,0.65,24.27954733329898
50,1592,0.65,25.723219499983923
51,1657,0.65,27.42440276668579
52,1723,0.65,29.11622639999223
53,1791,0.65,30.72212223329795
54,1860,0.65,32.73140973333284
55,1930,0.65,34.31591113335344
56,2002,0.65,36.10155423331586
57,2074,0.65,38.00675973337396
58,2148,0.65,40.28914850000547
59,2224,0.65,42.54823476668813
60,2301,0.65,45.02753196666163
61,2379,0.65,47.22844860002624
62,2458,0.65,49.482105566661026
63,2538,0.65,51.85541103329948
64,2620,0.65,54.223672133336244
65,2704,0.65,57.37079443338189
66,2788,0.65,60.29782786661902
67,2874,0.65,62.62939990003057
68,2961,0.65,65.3327221666738
69,3049,0.65,68.14658883329987
70,3139,0.65,71.35932216663907
71,3230,0.65,74.25813886664703
72,3322,0.65,77.53595153330934
73,3416,0.65,80.61386520002998
74,3511,0.65,83.95427639999677
75,3607,0.65,87.46878476667916
76,3705,0.65,90.7159513333075
77,3803,0.65,94.6004179999818
78,3903,0.65,97.94924996672307
79,4005,0.65,101.51041943336168
80,4108,0.65,105.73844876669985
81,4212,0.65,109.34702916664112
82,4317,0.65,113.26979023334995
83,4423,0.65,117.71739036666986
84,4531,0.65,122.0643278000504
85,4641,0.65,130.97080969995054
86,4751,0.65,131.25934306661597
87,4863,0.65,136.16141673329972
88,4976,0.65,141.31452356665855
89,5090,0.65,145.3924417000053
90,5206,0.65,151.87826659997276
91,5323,0.65,156.12415003338356
92,5441,0.65,160.67277773337688
93,5561,0.65,167.34126660004827
94,5682,0.65,171.69527223328865
95,5804,0.65,177.48847776662538
96,5928,0.65,186.4558945332798
97,6052,0.65,188.15861400004601
98,6178,0.65,194.07853196665505
99,6306,0.65,201.20927356667076
100,6435,0.65,206.23826803333336
1,0,0.7,0.0010277666812423074
2,1,0.7,0.003120833374244588
3,4,0.7,0.008077800021055737
4,8,0.7,0.017045900009785935
5,14,0.7,0.03194440000697796
6,21,0.7,0.05413896663715908
7,29,0.7,0.08189029999812192
8,39,0.7,0.1202667333776238
9,50,0.7,0.17002363333631365
10,62,0.7,0.22935423339731642
11,77,0.7,0.3017554999587446
12,92,0.7,0.39108053333620774
13,109,0.7,0.49541663339975156
14,127,0.7,0.614438866674997
15,147,0.7,0.7464792333090978
16,168,0.7,0.9061513000081808
17,190,0.7,1.076699933355485
18,214,0.7,1.2834206999893165
19,239,0.7,1.497223600002447
20,266,0.7,1.7288222332960383
21,294,0.7,2.0092903667015585
22,323,0.7,2.3024945333418145
23,354,0.7,2.6185125000059393
24,386,0.7,2.985372233342787
25,420,0.7,3.3500277333738873
26,454,0.7,3.7712694333398153
27,491,0.7,4.209406899993458
28,529,0.7,4.691370866642804
29,568,0.7,5.199262600020423
30,609,0.7,5.754500000042147
31,651,0.7,6.35487929998817
32,694,0.7,6.991590233322616
33,739,0.7,7.650683333334503
34,785,0.7,8.377687466615194
35,833,0.7,9.132904099988082
36,882,0.7,10.187809666664785
37,932,0.7,10.816654133335154
38,984,0.7,11.694101233327578
39,1037,0.7,12.629352766665155
40,1092,0.7,13.615645799942891
41,1148,0.7,14.625317999980325
42,1205,0.7,15.737575066699113
43,1264,0.7,16.790951333329456
44,1324,0.7,18.084394499995444
45,1386,0.7,19.369008399977854
46,1449,0.7,20.75461386665059
47,1513,0.7,21.98581950001426
48,1579,0.7,23.767667999982223
49,1646,0.7,24.849810999967303
50,1715,0.7,26.943256966675715
51,1785,0.7,28.331149966667606
52,1856,0.7,29.857309733339815
53,1929,0.7,31.865230633350922
54,2003,0.7,33.699419466681015
55,2079,0.7,35.530259633363436
56,2156,0.7,38.061704200026725
57,2234,0.7,39.73960546666907
58,2314,0.7,42.04946246663894
59,2395,0.7,44.30181803337897
60,2478,0.7,46.5676042333295
61,2562,0.7,49.05662363335068
62,2647,0.7,51.77671110007699
63,2734,0.7,53.926156966675386
64,2822,0.7,56.94668893332467
65,2912,0.7,59.72108749998976
66,3003,0.7,62.437854133243796
67,3095,0.7,65.03719856668795
68,3189,0.7,67.82347083336997
69,3284,0.7,71.16454183334706
70,3381,0.7,73.62184716672952
71,3479,0.7,77.28656393331524
72,3578,0.7,80.00826529999661
73,3679,0.7,83.69792079999267
74,3781,0.7,87.57411809997393
75,3884,0.7,91.06907240000812
76,3989,0.7,94.50399306665531
77,4096,0.7,97.88132783332912
78,4204,0.7,102.57810833334891
79,4313,0.7,107.04563606671702
80,4424,0.7,110.46817493330916
81,4536,0.7,114.35025416669002
82,4649,0.7,118.08504720003536
83,4764,0.7,122.94906243338725
84,4880,0.7,128.38944993333521
85,4998,0.7,132.71762356665326
86,5117,0.7,137.94041260002814
87,5237,0.7,141.95969579992985
88,5359,0.7,147.77633750002983
89,5482,0.7,152.3238750000322
90,5607,0.7,156.55336663333705
91,5733,0.7,162.0416194000427
92,5860,0.7,167.62511109997527
93,5989,0.7,174.1622666666899
94,6119,0.7,179.79699726662753
95,6251,0.7,184.35436810003316
96,6384,0.7,192.24768473332006
97,6518,0.7,199.87947786674644
98,6654,0.7,201.93234036666277
99,6791,0.7,209.31783466667184
100,6930,0.7,215.93711529997867
1,0,0.75,0.0010194666932269076
2,1,0.75,0.003269466636387127
3,4,0.75,0.00814303334664146
4,9,0.75,0.017184833238085655
5,15,0.75,0.03304710001733232
6,22,0.75,0.05432906667313849
7,31,0.75,0.08314586660465768
8,42,0.75,0.12309159998646162
9,54,0.75,0.1728026999899157
10,67,0.75,0.23430839999794748
11,82,0.75,0.3058972666925304
12,99,0.75,0.3960582666877599
13,117,0.75,0.5050320333793934
14,136,0.75,0.6217110333333645
15,157,0.75,0.7631819333558573
16,180,0.75,0.9192860666795847
17,204,0.75,1.105959766664455
18,229,0.75,1.3010666000354831
19,256,0.75,1.535291633323747
20,285,0.75,1.7829944999903091
21,315,0.75,2.0557223000196245
22,346,0.75,2.3584458666543164
23,379,0.75,2.6700597333122764
24,414,0.75,3.0459125666311593
25,450,0.75,3.4272887999880672
26,487,0.75,3.8501528333502697
27,526,0.75,4.29818466670137
28,567,0.75,4.804944366651398
29,609,0.75,5.338344566704715
30,652,0.75,6.079684733276736
31,697,0.75,6.51434163326788
32,744,0.75,7.2067903666417505
33,792,0.75,7.867094399928949
34,841,0.75,8.598331966671443
35,892,0.75,9.529712500034293
36,945,0.75,10.222719600066435
37,999,0.75,11.186134766679364
38,1054,0.75,11.998590266633377
39,1111,0.75,13.11699846664851
40,1170,0.75,14.15419026670861
41,1230,0.75,15.066527800096688
42,1291,0.75,16.305709800008117
43,1354,0.75,17.714684799951403
44,1419,0.75,18.696690266673006
45,1485,0.75,20.100920933282396
46,1552,0.75,21.613622266613675
47,1621,0.75,22.844013999974777
48,1692,0.75,24.319533300013063
49,1764,0.75,25.807716733394653
50,1837,0.75,27.379893099972225
51,1912,0.75,29.493159666662905
52,1989,0.75,31.08763066669174
53,2067,0.75,33.110436300012225
54,2146,0.75,34.860234666666656
55,2227,0.75,36.90444439995796
56,2310,0.75,38.89940276667403
57,2394,0.75,41.42000003330395
58,2479,0.75,44.05709180008065
59,2566,0.75,45.605890433322806
60,2655,0.75,47.886374933356514
61,2745,0.75,50.516922233312776
62,2836,0.75,53.25051256668303
63,2929,0.75,55.395626333347536
64,3024,0.75,58.48977503336149
65,3120,0.75,61.318969500022526
66,3217,0.75,64.12613596664112
67,3316,0.75,66.41817633332418
68,3417,0.75,69.98386250005144
69,3519,0.75,72.83494716663579
70,3622,0.75,75.967083333353
71,3727,0.75,79.43939853334996
72,3834,0.75,83.09340979999433
73,3942,0.75,86.68462926668023
74,4051,0.75,92.11583883340306
75,4162,0.75,96.12021943333578
76,4275,0.75,97.654009766696
77,4389,0.75,101.38537919995845
78,4504,0.75,106.18802366669418
79,4621,0.75,110.70112926662053
80,4740,0.75,115.24496103335575
81,4860,0.75,119.70794596666867
82,4981,0.75,123.49214050003259
83,5104,0.75,129.00923460003165
84,5229,0.75,132.95682350000484
85,5355,0.75,137.99579456667743
86,5482,0.75,143.74220690001493
87,5611,0.75,148.44763186668692
88,5742,0.75,157.47121110002809
89,5874,0.75,158.53984023337944
90,6007,0.75,164.33931380001923
91,6142,0.75,170.01277643331983
92,6279,0.75,174.26167083334198
93,6417,0.75,179.3111221999728
94,6556,0.75,186.7225402332982
95,6697,0.75,191.7650791333017
96,6840,0.75,199.583188900048
97,6984,0.75,204.28844303329848
98,7129,0.75,210.84999439999592
99,7276,0.75,216.76109999998516
100,7425,0.75,224.77950413334233
1,0,0.8,0.0017041666827329511
2,1,0.8,0.0033402333428966813
3,4,0.8,0.008970966640238961
4,9,0.8,0.0182138666332321
5,16,0.8,0.03463333335578985
6,24,0.8,0.05698743326926584
7,33,0.8,0.08658463336056836
8,44,0.8,0.13116113330700804
9,57,0.8,0.18515829997340916
10,72,0.8,0.2480000666613099
11,88,0.8,0.3268708333507675
12,105,0.8,0.41698613331391243
13,124,0.8,0.5247860000054061
14,145,0.8,0.6504764667018511
15,168,0.8,0.798566600057408
16,192,0.8,0.9628708000036568
17,217,0.8,1.1424820000684122
18,244,0.8,1.3522610333438934
19,273,0.8,1.5963762333285558
20,304,0.8,1.8497471333679034
21,336,0.8,2.315909766684854
22,369,0.8,2.4440972333347113
23,404,0.8,2.799108366677198
24,441,0.8,3.164902733336324
25,480,0.8,3.5690569999890918
26,520,0.8,4.00131256660643
27,561,0.8,4.451183333352067
28,604,0.8,4.963637566637165
29,649,0.8,5.5138569999598985
30,696,0.8,6.098906866615532
31,744,0.8,6.768774999954985
32,793,0.8,7.386788933339024
33,844,0.8,8.179637566642365
34,897,0.8,8.898037566708203
35,952,0.8,9.826311133322937
36,1008,0.8,10.679059666639054
37,1065,0.8,11.526069333391812
38,1124,0.8,12.581877866644694
39,1185,0.8,13.655759700001605
40,1248,0.8,14.589080500005972
41,1312,0.8,15.611652999981137
42,1377,0.8,16.712905600009737
43,1444,0.8,18.13509033339263
44,1513,0.8,19.201837433365654
45,1584,0.8,20.675326433365626
46,1656,0.8,22.36070833331117
47,1729,0.8,23.64704163337592
48,1804,0.8,25.229148633328197
49,1881,0.8,26.762901366661634
50,1960,0.8,28.29639296667968
51,2040,0.8,30.22044863331151
52,2121,0.8,32.22637640005814
53,2204,0.8,34.13870276667694
54,2289,0.8,36.33593613332474
55,2376,0.8,38.534831966641526
56,2464,0.8,40.250759833346216
57,2553,0.8,42.46802503333432
58,2644,0.8,44.78630973333869
59,2737,0.8,46.86309583339607
60,2832,0.8,49.891548599968395
61,2928,0.8,52.220308366683334
62,3025,0.8,54.67758326672083
63,3124,0.8,57.737269466694364
64,3225,0.8,60.43376663336252
65,3328,0.8,63.23084170001797
66,3432,0.8,65.71428190001522
67,3537,0.8,69.24350963330046
68,3644,0.8,72.43869446665485
69,3753,0.8,75.5406291667138
70,3864,0.8,78.99173049995625
71,3976,0.8,82.78820423330824
72,4089,0.8,85.49485690004985
73,4204,0.8,89.40076659998037
74,4321,0.8,93.09426543338002
75,4440,0.8,97.65934873333511
76,4560,0.8,100.88695280002564
77,4681,0.8,105.77128049999374
78,4804,0.8,110.31411673328269
79,4929,0.8,114.23938193330893
80,5056,0.8,118.71103896667894
81,5184,0.8,122.95386809999702
82,5313,0.8,126.63712346666216
83,5444,0.8,131.3885139334161
84,5577,0.8,137.57329443331705
85,5712,0.8,142.18271506667102
86,5848,0.8,149.30049580005593
87,5985,0.8,154.4156985999507
88,6124,0.8,164.87797780003652
89,6265,0.8,199.9177833999814
90,6408,0.8,188.6092970667202
91,6552,0.8,174.3539778000013
92,6697,0.8,179.2943806666699
93,6844,0.8,185.59181390005506
94,6993,0.8,190.49333896667426
95,7144,0.8,198.88960696663767
96,7296,0.8,204.7845943332959
97,7449,0.8,211.95067909998215
98,7604,0.8,218.65460969996397
99,7761,0.8,226.1859819666673
100,7920,0.8,234.43187646663924
1,0,0.85,0.0012596666996008328
2,1,0.85,0.0034389333147070524
3,5,0.85,0.008612366703649363
4,10,0.85,0.018870966626612546
5,17,0.85,0.03469716666586464
6,25,0.85,0.05717510004312013
7,35,0.85,0.08862503335270351
8,47,0.85,0.13054029997571584
9,61,0.85,0.18325973334564574
10,76,0.85,0.2470527333419644
11,93,0.85,0.32493616666518693
12,112,0.85,0.4213138333398092
13,132,0.85,0.5344125333219077
14,154,0.85,0.6596556333533954
15,178,0.85,0.8045943332945171
16,204,0.85,0.9726140333441435
17,231,0.85,1.1768818333469728
18,260,0.85,1.3889819666474068
19,290,0.85,1.6307679999651252
20,323,0.85,1.9015611333391764
21,357,0.85,2.1827055999741183
22,392,0.85,2.508432033300778
23,430,0.85,2.8696070666986393
24,469,0.85,3.28578049996698
25,510,0.85,3.732276366690712
26,552,0.85,4.193426366646236
27,596,0.85,4.614151399982802
28,642,0.85,5.179645766702379
29,690,0.85,5.7614180333530385
30,739,0.85,6.343670799985072
31,790,0.85,7.02390839999983
32,843,0.85,7.7035402665994
33,897,0.85,8.335098533340593
34,953,0.85,9.149511200030247
35,1011,0.85,10.058787433354155
36,1071,0.85,11.037009633309935
37,1132,0.85,11.98075826667567
38,1195,0.85,12.949381966654983
39,1259,0.85,14.043479133321549
40,1326,0.85,15.085548633336051
41,1394,0.85,16.25230833333262
42,1463,0.85,17.45364446661976
43,1535,0.85,18.800237433333677
44,1608,0.85,20.14899176668526
45,1683,0.85,21.451237466635575
46,1759,0.85,23.090529099908963
47,1837,0.85,24.941408266658982
48,1917,0.85,26.256567933342012
49,1999,0.85,27.907980599957227
50,2082,0.85,29.684465333336146
51,2167,0.85,31.537970833308766
52,2254,0.85,33.51875976669968
53,2342,0.85,35.527366500036806
54,2432,0.85,37.52066253334002
55,2524,0.85,39.596341800006485
56,2618,0.85,41.835429100016576
57,2713,0.85,44.042494433324464
58,2810,0.85,46.63372356662876
59,2908,0.85,48.609531766669534
60,3009,0.85,51.02941536670187
61,3111,0.85,53.667058366621255
62,3214,0.85,56.28576389996548
63,3320,0.85,60.48423176668317
64,3427,0.85,62.67056260000269
65,3536,0.85,64.78005416665837
66,3646,0.85,67.81667219999387
67,3758,0.85,71.42656810001426
68,3872,0.85,74.44749439999516
69,3988,0.85,78.02514863334788
70,4105,0.85,84.50815696661873
71,4224,0.85,84.44059013330236
