vertexes,density,time,probability,result
30,0.6,2.491912400004518,0.05,0.3487356321839081
31,0.6,2.7665666333348327,0.05,0.3497991967871486
32,0.6,3.063294566666741,0.05,0.35091638029782357
33,0.6,3.327716700004165,0.05,0.3520297312750143
34,0.6,3.638701299999525,0.05,0.3531392694063927
35,0.6,3.9976457666663614,0.05,0.35424501424501426
36,0.6,4.351852899999169,0.05,0.3553469852104664
37,0.6,4.700813900002269,0.05,0.3564452015900057
38,0.6,5.151050033332656,0.05,0.35753968253968255
39,0.6,5.56430549999997,0.05,0.35863044708545555
40,0.6,5.988295933331263,0.05,0.35971751412429376
41,0.6,6.482876333330978,0.05,0.3608009024252679
42,0.6,6.908929099999265,0.05,0.36188063063063064
43,0.6,7.452876399999771,0.05,0.3629567172568859
44,0.6,8.014390333332244,0.05,0.3640291806958474
45,0.6,8.547349933333711,0.05,0.3650980392156863
46,0.6,9.08791946666175,0.05,0.3661633109619687
47,0.6,9.743459733329965,0.05,0.3672250139586823
48,0.6,10.400377733332297,0.05,0.36828316610925305
49,0.6,10.990254166661847,0.05,0.36933778519755145
50,0.6,12.031240299997611,0.05,0.3703888888888889
1,0.65,0.0006430333343132588,0.05,0.36977260122018857
2,0.65,0.0014597333347410313,0.05,0.36915836101882615
3,0.65,0.003338800000089274,0.05,0.3685461580983969
4,0.65,0.0068013666672565405,0.05,0.36793598233995584
5,0.65,0.013318200000374722,0.05,0.36738292011019286
6,0.65,0.022411133331464345,0.05,0.3667766776677668
7,0.65,0.03435416666566956,0.05,0.36644700713893463
8,0.65,0.049113866660377425,0.05,0.36600877192982456
9,0.65,0.0731445000013764,0.05,0.365736179529283
10,0.65,0.09859723333155064,0.05,0.3655191256830601
11,0.65,0.13140963333360864,0.05,0.3650845608292417
12,0.65,0.1661611000031371,0.05,0.3648692810457516
13,0.65,0.21206389999974817,0.05,0.3648178357803154
14,0.65,0.26701256666873024,0.05,0.36476655808903363
15,0.65,0.3253013999975944,0.05,0.3648780487804878
16,0.65,0.3964640000011362,0.05,0.36493506493506495
17,0.65,0.4828263666648051,0.05,0.36499189627228523
18,0.65,0.567777799998718,0.05,0.36537216828478963
19,0.65,0.6696567999976347,0.05,0.36591276252019383
20,0.65,0.7727597999974023,0.05,0.36650537634408603
21,0.65,0.9208819000017835,0.05,0.3672571121846484
22,0.65,1.0403583999978612,0.05,0.3680064308681672
23,0.65,1.185620900002012,0.05,0.3688068485821295
24,0.65,1.3663736333342058,0.05,0.36955128205128207
25,0.65,1.54713890000077,0.05,0.37045333333333336
26,0.65,1.7453056333323502,0.05,0.37145899893503725
27,0.65,1.970147199996101,0.05,0.372408293460925
28,0.65,2.259776433335977,0.05,0.3734076433121019
29,0.65,2.513316600000811,0.05,0.3744038155802862
30,0.65,2.745705433334441,0.05,0.37534391534391537
31,0.65,3.013473633332827,0.05,0.3763338615953513
32,0.65,3.3472319999996594,0.05,0.3773206751054852
33,0.65,3.6124890000005885,0.05,0.37830437072143236
34,0.65,3.9474903333304687,0.05,0.3792849631966351
35,0.65,4.321941666666855,0.05,0.38026246719160106
36,0.65,4.677651299995962,0.05,0.3812368972746331
37,0.65,5.076045833336214,0.05,0.38220826792255364
38,0.65,5.5050125000008165,0.05,0.3831765935214211
39,0.65,5.963377833332591,0.05,0.3841418883672405
40,0.65,6.476069500002761,0.05,0.3851041666666667
41,0.65,6.919186133330868,0.05,0.38606344253770153
42,0.65,7.46917780000634,0.05,0.3870197300103842
43,0.65,8.152636033334678,0.05,0.3879730430274754
44,0.65,8.669637466667268,0.05,0.3889233954451346
45,0.65,9.249520733333346,0.05,0.38987080103359173
46,0.65,9.977516599998163,0.05,0.3908152734778122
47,0.65,12.50720826666433,0.05,0.39175682637815556
48,0.65,12.82985549999959,0.05,0.3926954732510288
49,0.65,12.984554133332912,0.05,0.3936312275295326
50,0.65,13.548868066664946,0.05,0.39456410256410257
1,0.7,0.0006237333366243547,0.05,0.393958013312852
2,0.7,0.0014569333321408824,0.05,0.39335378323108383
3,0.7,0.003634633332202005,0.05,0.39275140377743745
4,0.7,0.007019566667546921,0.05,0.39215086646279307
5,0.7,0.01380973333671894,0.05,0.3916030534351145
6,0.7,0.023169433331797034,0.05,0.3910569105691057
7,0.7,0.0369208999965546,0.05,0.39056316590563167
8,0.7,0.05390416666652224,0.05,0.3900709219858156
9,0.7,0.07715839999775653,0.05,0.3897824987354578
10,0.7,0.10695283333556442,0.05,0.3893939393939394
11,0.7,0.13776520000211198,0.05,0.38910741301059004
12,0.7,0.18061949999908697,0.05,0.38872104733131924
13,0.7,0.23197796666541612,0.05,0.3885369532428356
14,0.7,0.2802762999976949,0.05,0.3886546184738956
15,0.7,0.3484931333332497,0.05,0.3888220551378446
16,0.7,0.42866526666405963,0.05,0.38893893893893894
17,0.7,0.5140444000024521,0.05,0.38940529735132434
18,0.7,0.6032901333298923,0.05,0.38967065868263473
19,0.7,0.7089208000024882,0.05,0.3901345291479821
20,0.7,0.8308749999997644,0.05,0.3907462686567164
21,0.7,0.9653374333358519,0.05,0.3914555389965226
22,0.7,1.131451466669849,0.05,0.3922123015873016
23,0.7,1.2881764000013618,0.05,0.39296681525507676
24,0.7,1.4535262666640847,0.05,0.39386745796241346
25,0.7,1.6733486000011528,0.05,0.39466666666666667
26,0.7,1.8695971999998544,0.05,0.3955621301775148
27,0.7,2.114722199998672,0.05,0.3964549483013294
28,0.7,2.369458400000705,0.05,0.3973451327433628
29,0.7,2.6202292666681615,0.05,0.3982326951399116
30,0.7,2.9017652666671743,0.05,0.3991176470588235
31,0.7,3.64133466666677,0.05,0.4
32,0.7,3.6233653333302605,0.05,0.4008797653958944
33,0.7,3.9302874999975757,0.05,0.40175695461200583
34,0.7,4.297093066667419,0.05,0.4026315789473684
35,0.7,4.709730600000246,0.05,0.4035036496350365
36,0.7,5.169579166666456,0.05,0.4043731778425656
37,0.7,5.5731817333319595,0.05,0.4052401746724891
38,0.7,6.128155499998418,0.05,0.4061046511627907
39,0.7,6.533544433331902,0.05,0.406966618287373
40,0.7,7.076372299999889,0.05,0.4078260869565217
41,0.7,7.6464902666704875,0.05,0.40868306801736615
42,0.7,8.155229033332034,0.05,0.40953757225433524
43,0.7,8.796873566665417,0.05,0.4103896103896104
44,0.7,9.313086100000115,0.05,0.4112391930835735
45,0.7,9.969797166664307,0.05,0.4120863309352518
46,0.7,10.81237633333482,0.05,0.41293103448275864
47,0.7,11.57085126666857,0.05,0.41377331420373026
48,0.7,12.114719400001187,0.05,0.4146131805157593
49,0.7,12.938343099999846,0.05,0.41545064377682406
50,0.7,14.52507633333274,0.05,0.41628571428571426
1,0.75,0.0006583666665468021,0.05,0.41569186875891584
2,0.75,0.0015348333334941344,0.05,0.4150997150997151
3,0.75,0.003431933333786219,0.05,0.414556661925083
4,0.75,0.007644400002012238,0.05,0.413967803030303
5,0.75,0.014254233334061913,0.05,0.4134278959810875
6,0.75,0.02432913333336728,0.05,0.4130311614730878
7,0.75,0.038451366666928756,0.05,0.41254125412541254
8,0.75,0.05754983333285205,0.05,0.4121939736346516
9,0.75,0.08282643333264635,0.05,0.4118476727785614
10,0.75,0.11412506666867255,0.05,0.4115962441314554
11,0.75,0.1464000999997476,0.05,0.4112517580872011
12,0.75,0.19335413332915627,0.05,0.4108614232209738
13,0.75,0.24009723333335842,0.05,0.41084618980832166
14,0.75,0.3713167333311655,0.05,0.4107843137254902
15,0.75,0.4625860666654565,0.05,0.4110955710955711
16,0.75,0.45610003333157084,0.05,0.41135940409683425
17,0.75,0.5598083666654929,0.05,0.41185495118549514
18,0.75,0.6576596000021103,0.05,0.41225626740947074
19,0.75,0.9510653000016115,0.05,0.4127491886879926
20,0.75,0.9234874999975773,0.05,0.4134259259259259
21,0.75,1.0434596333311674,0.05,0.4141470180305132
22,0.75,1.413587433334366,0.05,0.4149122807017544
23,0.75,1.5014639000024015,0.05,0.41572153065929
24,0.75,1.5897929333315612,0.05,0.41652854511970533
25,0.75,1.9453583666679226,0.05,0.41728735632183905
26,0.75,2.0136264666660963,0.05,0.41808999081726356
27,0.75,2.315757033331541,0.05,0.41889041723979825
28,0.75,2.643487533333655,0.05,0.4196886446886447
29,0.75,3.049673566670208,0.05,0.4204846822130773
30,0.75,3.1904138333336127,0.05,0.4212328767123288
31,0.75,3.4699654333328076,0.05,0.4220246238030096
32,0.75,3.7547930333346358,0.05,0.4228142076502732
33,0.75,4.161284733331172,0.05,0.42360163710777626
34,0.75,4.524472233332706,0.05,0.42438692098092645
35,0.75,4.967601400003711,0.05,0.42517006802721086
36,0.75,5.412345833331263,0.05,0.42595108695652173
37,0.75,5.8287167666691175,0.05,0.42672998643147897
38,0.75,6.332297200001828,0.05,0.4275067750677507
39,0.75,6.920776333330044,0.05,0.4282814614343708
40,0.75,7.40890543333137,0.05,0.42905405405405406
41,0.75,8.167476299999521,0.05,0.4298245614035088
42,0.75,8.73196933333323,0.05,0.4305929919137466
43,0.75,9.33300266666682,0.05,0.4313593539703903
44,0.75,10.072252733328924,0.05,0.4321236559139785
45,0.75,10.766244366665964,0.05,0.43288590604026844
46,0.75,11.522981899999726,0.05,0.4336461126005362
47,0.75,12.306916633334216,0.05,0.4344042838018742
48,0.75,13.176122166667406,0.05,0.43516042780748665
49,0.75,14.035590333332001,0.05,0.43591455273698265
50,0.75,14.984435966666373,0.05,0.43666666666666665
1,0.8,0.0006248666683935274,0.05,0.43608521970705727
2,0.8,0.00152629999945475,0.05,0.43550531914893614
3,0.8,0.0038290666670566984,0.05,0.4349269588313413
4,0.8,0.008068066665600782,0.05,0.434394341290893
5,0.8,0.015493066671486607,0.05,0.4338189845474614
6,0.8,0.02563479999556269,0.05,0.43333333333333335
7,0.8,0.04107503333064718,0.05,0.4329810656098635
8,0.8,0.06105420000324102,0.05,0.4325417766051011
9,0.8,0.08579440000081225,0.05,0.43223539745278877
10,0.8,0.11588196666612778,0.05,0.4321052631578947
11,0.8,0.15987083333470764,0.05,0.43175646079719665
12,0.8,0.20169299999868903,0.05,0.43162729658792653
13,0.8,0.260408466666225,0.05,0.4313674093490607
14,0.8,0.3228292666686154,0.05,0.431457242582897
15,0.8,0.4003833666653615,0.05,0.43163398692810456
16,0.8,0.48513330000427385,0.05,0.43181026979982595
17,0.8,0.5735138666627412,0.05,0.43211647109952195
18,0.8,0.6885943333363306,0.05,0.4326388888888889
19,0.8,0.8092681333342474,0.05,0.4332466406588643
20,0.8,0.9468570000024101,0.05,0.4338095238095238
21,0.8,1.0954166666635956,0.05,0.43428447903156076
22,0.8,1.2715986666696228,0.05,0.4349740932642487
23,0.8,1.4440430666686173,0.05,0.43570504527813714
24,0.8,1.6651582666668219,0.05,0.43643410852713177
25,0.8,1.882465233336461,0.05,0.43716129032258066
26,0.8,2.129277833332329,0.05,0.43788659793814433
27,0.8,2.37292909999951,0.05,0.4386100386100386
28,0.8,2.6536597666658204,0.05,0.43933161953727506
29,0.8,2.96308189999858,0.05,0.44005134788189987
30,0.8,3.3093193666635066,0.05,0.44076923076923075
31,0.8,3.6236542666652363,0.05,0.44148527528809217
32,0.8,4.020255499998863,0.05,0.4421994884910486
33,0.8,4.404594399998511,0.05,0.442911877394636
34,0.8,4.8228902666674385,0.05,0.44362244897959185
35,0.8,5.264413933333382,0.05,0.4443312101910828
36,0.8,5.741640233332153,0.05,0.4450381679389313
37,0.8,6.208891733335046,0.05,0.4457433290978399
38,0.8,6.767284800001032,0.05,0.4464467005076142
39,0.8,7.2992319333347195,0.05,0.44714828897338404
40,0.8,7.917576433329525,0.05,0.4478481012658228
41,0.8,8.510400100000956,0.05,0.44854614412136534
42,0.8,9.147983399998338,0.05,0.4492424242424242
43,0.8,9.860514000001785,0.05,0.44993694829760406
44,0.8,10.642647166667038,0.05,0.45062972292191433
45,0.8,11.321973666667873,0.05,0.45132075471698113
46,0.8,12.107098533333746,0.05,0.4520100502512563
47,0.8,12.912109599998681,0.05,0.45269761606022585
48,0.8,13.771473500001244,0.05,0.45338345864661656
49,0.8,14.800070833334189,0.05,0.45406758448060075
50,0.8,15.853242966668782,0.05,0.45475
1,0.85,0.00064026666469393,0.05,0.4541822721598002
2,0.85,0.0015875333313412436,0.05,0.45361596009975064
3,0.85,0.003890366665852222,0.05,0.4531340805313408
4,0.85,0.008858433333595409,0.05,0.4525704809286899
5,0.85,0.01625829999625239,0.05,0.4520496894409938
6,0.85,0.026922299996575322,0.05,0.45157154673283706
7,0.85,0.042430566668372194,0.05,0.4511358942585708
8,0.85,0.06327639999976024,0.05,0.4507013201320132
9,0.85,0.09100970000209448,0.05,0.4503914297486609
10,0.85,0.1252596000009968,0.05,0.4501646090534979
11,0.85,0.1626264000037736,0.05,0.4501027538018907
12,0.85,0.21397506666668656,0.05,0.45024630541871924
13,0.85,0.2732222000039049,0.05,0.45022550225502256
14,0.85,0.3395556999995127,0.05,0.45028665028665027
15,0.85,0.41627356666632903,0.05,0.4505112474437628
16,0.85,0.5101486000000932,0.05,0.4508169934640523
17,0.85,0.6200305666633691,0.05,0.45120359037127705
18,0.85,0.7354762999995046,0.05,0.4517114914425428
19,0.85,0.8574263000004597,0.05,0.45197395197395196
20,0.85,1.0223249000015737,0.05,0.45260162601626014
21,0.85,1.1715638333299694,0.05,0.4532683719041819
22,0.85,1.3550179999991012,0.05,0.45389294403892944
23,0.85,1.5474722000012282,0.05,0.4545565006075334
24,0.85,1.7637361333328272,0.05,0.4552184466019418
25,0.85,1.9972334000044611,0.05,0.4558787878787879
26,0.85,2.2556819666685137,0.05,0.4565375302663438
27,0.85,2.540877766665517,0.05,0.4571946795646917
28,0.85,2.8373804666671276,0.05,0.4578502415458937
29,0.85,3.164298466665135,0.05,0.45850422195416163
30,0.85,3.480283299998632,0.05,0.4591566265060241
31,0.85,3.850598599999936,0.05,0.4598074608904934
32,0.85,4.2460068333298295,0.05,0.46045673076923077
33,0.85,4.672773700003556,0.05,0.46110444177671067
34,0.85,5.288643066667949,0.05,0.4617505995203837
35,0.85,5.622136066663567,0.05,0.4623952095808383
36,0.85,6.170348633330984,0.05,0.46303827751196175
37,0.85,6.705151300001451,0.05,0.46367980884109916
38,0.85,7.240813833330624,0.05,0.4643198090692124
39,0.85,7.8226014000004325,0.05,0.464958283671037
40,0.85,8.476320733330075,0.05,0.4655952380952381
41,0.85,9.160781933336656,0.05,0.466230677764566
42,0.85,9.85355683333656,0.05,0.4668646080760095
43,0.85,10.605790333328477,0.05,0.467497034400949
44,0.85,11.217582033334375,0.05,0.46812796208530805
45,0.85,12.154097266665076,0.05,0.46875739644970416
46,0.85,12.895531933335747,0.05,0.4693853427895981
47,0.85,13.920895799996439,0.05,0.47001180637544276
48,0.85,14.67700410000153,0.05,0.4706367924528302
49,0.85,15.661497166667951,0.05,0.47126030624263837
50,0.85,16.53327226667045,0.05,0.4718823529411765
1,0.9,0.0006499333305024871,0.05,0.47132784958871915
2,0.9,0.0017833666646538404,0.05,0.47081377151799686
3,0.9,0.004151366669210195,0.05,0.47030089878858927
4,0.9,0.008968166667007912,0.05,0.46975019516003125
5,0.9,0.01709156666720446,0.05,0.4692007797270955
6,0.9,0.02872076667017609,0.05,0.46869158878504674
7,0.9,0.04448606666471733,0.05,0.4682613768961494
8,0.9,0.06532646667096742,0.05,0.46798756798756797
9,0.9,0.09400416666475546,0.05,0.46783081102056656
10,0.9,0.1299596666655134,0.05,0.4675968992248062
11,0.9,0.1733917000024121,0.05,0.46747967479674796
12,0.9,0.22292646666812743,0.05,0.4674013921113689
13,0.9,0.2846236000029497,0.05,0.4674777906527617
14,0.9,0.36169450000140085,0.05,0.46763117283950617
15,0.9,0.44315559999669557,0.05,0.4679383429672447
16,0.9,0.5396235333345581,0.05,0.46816782140107777
17,0.9,0.6487930333321401,0.05,0.4687427912341407
18,0.9,0.773967999996709,0.05,0.4691628264208909
19,0.9,0.9161096000013913,0.05,0.4696969696969697
20,0.9,1.0695457999995976,0.05,0.4702681992337165
21,0.9,1.2405945000002323,0.05,0.47087638729429776
22,0.9,1.5307305666662312,0.05,0.47148318042813453
23,0.9,1.6447249666640573,0.05,0.4720885834287896
24,0.9,1.8670887333333515,0.05,0.47269260106788713
25,0.9,2.1522624999998166,0.05,0.4732952380952381
26,0.9,2.4237458333326836,0.05,0.473896499238965
27,0.9,2.7418735333346453,0.05,0.47449638920562526
28,0.9,3.047526433331882,0.05,0.4750949126803341
29,0.9,3.3948069666687766,0.05,0.4756920743268866
30,0.9,3.7864903333333664,0.05,0.4762878787878788
31,0.9,4.153629133330128,0.05,0.4768823306848278
32,0.9,4.587818066665743,0.05,0.4774754346182918
33,0.9,5.094630533327897,0.05,0.4780671951679879
34,0.9,5.545147266665633,0.05,0.47865761689291103
35,0.9,6.10875140000265,0.05,0.4792467043314501
36,0.9,6.56206939999701,0.05,0.47983446200150487
37,0.9,7.033880533332611,0.05,0.48042089440060126
38,0.9,7.647282066668974,0.05,0.481006006006006
39,0.9,8.260862433331795,0.05,0.48158980127484063
40,0.9,8.948169566668676,0.05,0.48217228464419476
41,0.9,9.755941766666373,0.05,0.4827534605312383
42,0.9,10.586287499998548,0.05,0.48333333333333334
43,0.9,11.541929033328794,0.05,0.4839119074281448
44,0.9,12.237092933334756,0.05,0.48448918717375095
45,0.9,13.108416533338149,0.05,0.48506517690875234
46,0.9,13.899463933331427,0.05,0.485639880952381
47,0.9,14.715326266670559,0.05,0.48621330360460796
48,0.9,17.04038193333493,0.05,0.48678544914625094
49,0.9,16.63683459999845,0.05,0.48735632183908045
50,0.9,17.855790266661604,0.05,0.48792592592592593
1,0.95,0.0006793666652053313,0.05,0.4873843877173511
2,0.95,0.0016263000010970547,0.05,0.4868440502586844
3,0.95,0.004187433334360928,0.05,0.4863418235511259
4,0.95,0.00934729999926276,0.05,0.48580383480825956
5,0.95,0.017299866667978375,0.05,0.485414364640884
6,0.95,0.029841733335918736,0.05,0.48502575423105226
7,0.95,0.046819233334834585,0.05,0.48471150312385153
8,0.95,0.06999173333213093,0.05,0.48439794419970633
9,0.95,0.10088616666810897,0.05,0.4841217455078841
10,0.95,0.13667633333416992,0.05,0.4841025641025641
11,0.95,0.18398900000230847,0.05,0.4840834248079034
12,0.95,0.23541106667153144,0.05,0.4841739766081871
13,0.95,0.3026110999996945,0.05,0.4842278203723987
14,0.95,0.37270146666704324,0.05,0.48446389496717723
15,0.95,0.46281953333770315,0.05,0.4846994535519126
16,0.95,0.5640555666644786,0.05,0.48493449781659387
17,0.95,0.682091733332868,0.05,0.48527808069792805
18,0.95,0.8058417333349629,0.05,0.48576615831517794
19,0.95,0.9531819666667237,0.05,0.48621690243017773
20,0.95,1.113276233334659,0.05,0.48677536231884055
21,0.95,1.2983638333357324,0.05,0.4873326094824466
22,0.95,1.4896763333335155,0.05,0.4878886478669559
23,0.95,1.7260512999977589,0.05,0.4884434814012279
24,0.95,1.9692000999981474,0.05,0.488997113997114
25,0.95,2.2226582333303213,0.05,0.48954954954954955
26,0.95,2.506241733332596,0.05,0.4901007919366451
27,0.95,2.811891733330185,0.05,0.49065084501977707
28,0.95,3.1776416666673413,0.05,0.4911997126436782
29,0.95,3.5001375666657473,0.05,0.4917473986365267
30,0.95,3.875723466668054,0.05,0.4922939068100358
31,0.95,4.296169366669271,0.05,0.49283924095954174
32,0.95,4.786830600000751,0.05,0.49338340486409155
33,0.95,5.255951366665575,0.05,0.4939264022865309
34,0.95,5.81339593333136,0.05,0.49446823697359027
35,0.95,6.328359766664941,0.05,0.49500891265597147
36,0.95,6.910750099997169,0.05,0.49554843304843305
37,0.95,7.612254166663964,0.05,0.49608680184987547
38,0.95,8.165652799996792,0.05,0.4966240227434257
39,0.95,8.828699966665946,0.05,0.4971600993965211
40,0.95,9.617513933332589,0.05,0.4976950354609929
41,0.95,10.287490100000696,0.05,0.49822883457314915
42,0.95,11.141947266666344,0.05,0.498761500353857
43,0.95,11.89225703333534,0.05,0.49929303640862494
44,0.95,12.718829200001855,0.05,0.4998234463276836
45,0.95,13.563069366663663,0.05,0.500352733686067
46,0.95,14.39906383333304,0.05,0.5008809020436927
47,0.95,15.397830766666706,0.05,0.5014079549454418
48,0.95,16.718745733334117,0.05,0.5019338959212377
49,0.95,17.748169399997476,0.05,0.5024587284861257
50,0.95,18.658745933331982,0.05,0.5029824561403509
1,1,0.0006359999948320668,0.05,0.502453557658605
2,1,0.0016764999998031271,0.05,0.5019257703081232
3,1,0.004466500002801392,0.05,0.5013990905911158
4,1,0.009602700003104777,0.05,0.5009084556254367
5,1,0.018386166669870363,0.05,0.5004537521815009
6,1,0.03123606666595909,0.05,0.5000697350069735
7,1,0.04909016666753511,0.05,0.4997561825148032
8,1,0.07398619999984628,0.05,0.49947807933194155
9,1,0.10599456666208577,0.05,0.49923531456378173
10,1,0.14624870000072102,0.05,0.4989236111111111
11,1,0.19000679999976455,0.05,0.4989247311827957
12,1,0.2466095666666964,0.05,0.49902979902979905
13,1,0.31746946666828535,0.05,0.49906542056074765
14,1,0.39374156667027665,0.05,0.4992392807745505
15,1,0.4829555000014807,0.05,0.49958549222797927
16,1,0.5949179999997037,0.05,0.49993098688750864
17,1,0.7131332333311017,0.05,0.5003791795932437
18,1,0.8533818666611145,0.05,0.5008264462809917
19,1,1.0076166333343888,0.05,0.5012727898176814
20,1,1.1819888333377548,0.05,0.5017182130584192
21,1,1.3757375666671123,0.05,0.5022313765877102
22,1,1.5868833666653852,0.05,0.5027091906721536
23,1,1.8184028000007402,0.05,0.5032202809181227
24,1,2.0877929333342613,0.05,0.5037303216974675
25,1,2.3661098000019365,0.05,0.5042393162393163
26,1,2.6635444333341716,0.05,0.5047472677595628
27,1,2.9824888666704887,0.05,0.5052541794609349
28,1,3.3477139000041234,0.05,0.5057600545330607
29,1,3.7249264000024596,0.05,0.5062648961525366
30,1,4.128112466664409,0.05,0.5067687074829932
31,1,4.5676014999979015,0.05,0.5072714916751614
32,1,5.01723329999777,0.05,0.5077732518669382
33,1,5.52733753333617,0.05,0.5082739911834521
34,1,6.054320899998326,0.05,0.5087737127371273
35,1,6.5860431666664,0.05,0.5092724196277496
36,1,7.228025000003413,0.05,0.5097701149425288
37,1,7.829433366666194,0.05,0.5102668017561635
38,1,8.461600133335878,0.05,0.5107624831309042
39,1,9.15804863333752,0.05,0.5112571621166161
40,1,11.208405633335397,0.05,0.5117508417508417
41,1,10.655879200003445,0.05,0.5122435250588631
42,1,11.665492999999097,0.05,0.5127352150537634
43,1,13.357802799995019,0.05,0.5132259147364887
44,1,13.51366936667091,0.05,0.5137156270959088
45,1,14.39761093333137,0.05,0.5142043551088777
46,1,15.421569433333579,0.05,0.5146921017402946
47,1,16.51049716666743,0.05,0.5151788699431629
48,1,17.55988890000045,0.05,0.5156646626586506
49,1,18.737280466670352,0.05,0.5161494828161495
50,1,19.906413899999126,0.05,0.5166333333333334
1,0.05,0.0009347666699947391,0.1,0.0
2,0.05,0.0010028000000753916,0.1,0.0
3,0.05,0.001430566666726918,0.1,0.0
4,0.05,0.0019180333320415837,0.1,0.0
5,0.05,0.0029958333385593505,0.1,0.0
6,0.05,0.003845800001537706,0.1,0.0
7,0.05,0.005354233330005324,0.1,0.0
8,0.05,0.0061207333307796334,0.1,0.0
9,0.05,0.008431966666459326,0.1,0.0
10,0.05,0.011427833331367765,0.1,0.0
11,0.05,0.014547200000455026,0.1,0.0
12,0.05,0.019087600001436538,0.1,0.0
13,0.05,0.022304166667671172,0.1,0.0
14,0.05,0.025429066664628408,0.1,0.0
15,0.05,0.03071956666550098,0.1,0.0
16,0.05,0.03593039999998382,0.1,0.0020833333333333333
17,0.05,0.04217623333507466,0.1,0.00196078431372549
18,0.05,0.0507041333359363,0.1,0.001851851851851852
19,0.05,0.05825139999918368,0.1,0.0017543859649122807
20,0.05,0.06566526666820967,0.1,0.0033333333333333335
21,0.05,0.08052219999778269,0.1,0.0031746031746031746
22,0.05,0.090693133333275,0.1,0.0030303030303030303
23,0.05,0.09731813333075934,0.1,0.002898550724637681
24,0.05,0.11703469999702065,0.1,0.002777777777777778
25,0.05,0.12094299999697948,0.1,0.0026666666666666666
26,0.05,0.14479996667186393,0.1,0.002564102564102564
27,0.05,0.16048750000360693,0.1,0.0024691358024691358
28,0.05,0.16446666666449042,0.1,0.002380952380952381
29,0.05,0.188756899997126,0.1,0.0022988505747126436
30,0.05,0.20728743332938393,0.1,0.0022222222222222222
31,0.05,0.23053199999954663,0.1,0.0032258064516129032
32,0.05,0.25030003333294343,0.1,0.004166666666666667
33,0.05,0.28200413333176283,0.1,0.00404040404040404
34,0.05,0.305000033330316,0.1,0.00392156862745098
35,0.05,0.33200553333282795,0.1,0.006666666666666667
36,0.05,0.3799360666666492,0.1,0.007407407407407408
37,0.05,0.39838743333386145,0.1,0.007207207207207207
38,0.05,0.43860006666799717,0.1,0.007017543859649123
39,0.05,0.4781194999992522,0.1,0.006837606837606838
40,0.05,0.5258208000005501,0.1,0.0075
41,0.05,0.5516236333306779,0.1,0.00894308943089431
42,0.05,0.5922625000010839,0.1,0.009523809523809525
43,0.05,0.6478903999986111,0.1,0.010077519379844961
44,0.05,0.7100874666671567,0.1,0.012878787878787878
45,0.05,0.740462499998292,0.1,0.016296296296296295
46,0.05,0.7931986999996828,0.1,0.017391304347826087
47,0.05,0.862229166667324,0.1,0.019858156028368795
48,0.05,0.9321750333337301,0.1,0.02361111111111111
49,0.05,0.9427416333295469,0.1,0.025170068027210883
50,0.05,1.0076487000011032,0.1,0.025333333333333333
1,0.1,0.0006054999981112511,0.1,0.02483660130718954
2,0.1,0.0010084333325721673,0.1,0.02435897435897436
3,0.1,0.0016194666689746857,0.1,0.02389937106918239
4,0.1,0.002505533334821545,0.1,0.02345679012345679
5,0.1,0.003394466665440632,0.1,0.02303030303030303
6,0.1,0.005863833334274204,0.1,0.02261904761904762
7,0.1,0.00745563333358253,0.1,0.022222222222222223
8,0.1,0.009193066669392161,0.1,0.021839080459770115
9,0.1,0.012569366668913062,0.1,0.021468926553672316
10,0.1,0.017024966664772972,0.1,0.021111111111111112
11,0.1,0.023077733334275763,0.1,0.020765027322404372
12,0.1,0.02870409999976194,0.1,0.02043010752688172
13,0.1,0.035899866667440015,0.1,0.020105820105820106
14,0.1,0.043402633333281905,0.1,0.019791666666666666
15,0.1,0.05204433333669082,0.1,0.019487179487179488
16,0.1,0.06573326666341472,0.1,0.020202020202020204
17,0.1,0.075590233332908,0.1,0.01990049751243781
18,0.1,0.09561393333399337,0.1,0.0196078431372549
19,0.1,0.10612636666564867,0.1,0.01932367149758454
20,0.1,0.11309736666855012,0.1,0.01904761904761905
21,0.1,0.14548756666575477,0.1,0.019248826291079813
22,0.1,0.17142076666895414,0.1,0.01898148148148148
23,0.1,0.20306253333330915,0.1,0.021004566210045664
24,0.1,0.21632206666500528,0.1,0.022072072072072072
25,0.1,0.2573735333347334,0.1,0.02266666666666667
26,0.1,0.2950417333314211,0.1,0.02324561403508772
27,0.1,0.3300027000004017,0.1,0.025108225108225107
28,0.1,0.36083196666728173,0.1,0.02606837606837607
29,0.1,0.39586250000051376,0.1,0.026160337552742614
30,0.1,0.43867083332997936,0.1,0.027916666666666666
31,0.1,0.4828792000012072,0.1,0.02962962962962963
32,0.1,0.5334194333329378,0.1,0.030894308943089432
33,0.1,0.5769637999984903,0.1,0.03172690763052209
34,0.1,0.648904100000891,0.1,0.03571428571428571
35,0.1,0.6852069333329306,0.1,0.0392156862745098
36,0.1,0.7499431333314988,0.1,0.041472868217054266
37,0.1,0.7937485666673183,0.1,0.04291187739463601
38,0.1,0.8672124666664635,0.1,0.04393939393939394
39,0.1,0.9462889333330319,0.1,0.04719101123595506
40,0.1,1.0428930999978547,0.1,0.05
41,0.1,1.1423485333362275,0.1,0.05274725274725275
42,0.1,1.1805083333380633,0.1,0.05579710144927536
